Insult,Date,Comment,Usage
0,20120610044703Z,"""You do know that a House Version of a Budget is on Harry Reid's desk and he refuses to take it up...\xa0 So the ball is in the Democrats court...""",PrivateTest
0,20120609184728Z,"""Looks like You Sarah!""",PrivateTest
1,20120320193630Z,"""And you're a fag, just like yo daddy.""",PrivateTest
0,20120609223059Z,"""That's right. It would probably do them some good to lose weight.""",PrivateTest
0,,"""James Taylor's 'Fire and Rain' beats them all.\\nIt's a true story about him being extremely depressed and checking in\\xc2\\xa0 and out psychiatric institutions. Then his friend Suzanne killed herself in one and he wrote the song for her and how hard it was to look keep going with his life afterwards. Sorry REM, you got beat.\\n""",PublicTest
1,20120620055513Z,"""See three other people wih IQ's lower then you clicked like on your comment!\n\nCongrats!\n\nYou are not the dumbest one on the blog!!""",PrivateTest
1,20120529083535Z,"""I don't think anyone deserves a second chance when it comes to squandering taxpayers money.\xa0 That's tantamount to treason in my mind because you're betraying the countr you are supposed to have deicated your life to\n\nOnce someone has acted in a corrupt manner, I believe it is all to easy to repeat that behaviour.\nMy opinion though, we'll see if Cele's licked Zuma's a$$ enough over the years""",PublicTest
0,20120611200904Z,"""Don't ever put words in my mouth, \xa0Russell.""",PublicTest
0,20120529194846Z,"""Then state that without being the school marm & having other people explain their rationale.  That would make for a more honest discussion if that is what you are really after.  Lady 4 wants to call the teacher for people not liking her, and you & Doyce want to school people for their opinions....this is not kindergarten and some of us get tired of the same old every single day.  Let's do something new and actually talk about the best way to get Obama out of office.""",PrivateTest
0,20120612143406Z,"""The dead guy was raping his daughter for chrissakes!! Any 'bad blood' goes out the window at that point. I hope for your and their sake that you don't have kids.""",PrivateTest
1,20120529130947Z,"""These terrorist hiding behind masks are no more than the new Nazis.\nI would tell all good Americans should review the film ""Inglorious Bastards"".\nAnd for you pussy's hiding behind your masks, I'm Cossack, they make a good target.\nYou should also know that your masks have labled you the enemy. Your age and gender no longer matters. That goes for your females and kids. Dumb Bastards""",PrivateTest
1,20120620112205Z,"""People like you are a complete waste of time and I really am appalled by your ignorance and your anti-Semitic hatred. \xa0I pity you when you stand before God... and you will one day, whether you believe in him or not.""",PrivateTest
1,20120610212310Z,"""I'm The BMF ... who's the bitch now, motherfucker?\n\n:-)""",PrivateTest
1,20120515074952Z,"""i want to fuck your face""",PrivateTest
0,20120611200917Z,"""I have been told they are actually very good in that copy-paste dept. A weekend is more than enough for them""",PrivateTest
1,20120528200108Z,"""No, you are just a moron.""",PrivateTest
1,,"""Doubtful. I am 5'11'' 175 and very well trained.\\nYou are merely a pathetic c0ward""",PrivateTest
0,20120611175620Z,"""Just for the record ""Tingles"" is not a centrist.""",PublicTest
0,20120530024801Z,"""You hear more comments about the Heat on this forum, than you do OKC...LMAO, shows who people really fear!""",PrivateTest
1,20120528094643Z,"""the mods arent your friends...\n\nquit sucking up to the jerk offs.""",PrivateTest
0,,"""this why the poeple of the uk cannot get work,""",PrivateTest
1,20120610082518Z,"""dis nigga wack af everybody dat watch battle raps was dick eatin da boy like he was gone spazz on dizaster lmao this battle rap scene startin to get water down like mainstream rap....... nigga got his note pad like he reading scripts from a movie or some shit eminem death you a min ago #skitfuckindaddle""",PrivateTest
0,20120620164802Z,"""@Kinguin\xa0I watched some stupid movie on ScyFy about a giant shark that can walk on land.\n\xa0\nI was like oh that's realistic. I will keep watching.""",PublicTest
1,20120503002231Z,"""CAUSE YOU ARE A PHUCKING LIAR""",PrivateTest
0,20120529034758Z,"""Rose could have thrown games. No way he should ever get in.""",PrivateTest
0,20120610040854Z,"""^^danny are you seriously trolling and looking for a reaction to your lame comment?  It seems like you are.  Sheesh""",PrivateTest
1,20120611163037Z,"""you think people don't know LMAO! but what's sad is you should be proud of who you are...why are you hiding that you're a lesbian?...that's the real question.""",PublicTest
1,20120610233354Z,"""how many of yall would NOT be this way if you were one of the best in your field and all you ever got was people talking shit about you! Had he held up the fight last night, what would be said? they would be talking shit about him. I got way too many issues to deal with to worry about how cocky this dude is or if he should lose all of his money, cuz most of you broke paycheck to paycheck living muthafuckas WISH you had a 4th of his money.""",PrivateTest
1,20120611232121Z,"""Howard----You're such an idiot!!!!""",PrivateTest
0,20120612124105Z,"""I expect Tate's business will be ignored by many players in his circles. He will see how quickly business disappears when customers are made aware of employee firings of innocent people.""",PrivateTest
1,20120612141719Z,"""If that is your talking point you have just displayed your ignorance.""",PublicTest
1,20120619072145Z,"""You're an idiot.""",PrivateTest
0,20120618230630Z,"""@Vojtass Go to a movie and have it start halfway through. Then smile complacently as the manager tells you you're lazy and (im)patient because you didn't understand the full story.""",PrivateTest
1,20120611022438Z,"""And Gibbo Still plays WOW by the sound of it, take your mothers tittie out of your mouth and grab a hanky to wipe the shit dribbling down your chin.""",PrivateTest
1,,"""You would be the one to know that. But I dont think the color of the cock matters to you as long as you have cock you sick aids infected sodomite. They should charge a cum guzzler like you more for healthcare. the actuary tables prove that your lifestyle choice is a deadly one. """,PrivateTest
1,20120611105310Z,"""If thats what you need to believe go ahead. ron paul is a fraud and you are a fucking idiot.""",PublicTest
0,,"""@Dan_tm @skywaker9 (David) and we kept him on the hook for the next however long?""",PrivateTest
1,20120529144312Z,"""Paul lee and you are trolls.""",PrivateTest
0,20120619033055Z,"""It is indeed a fallacy and will always be a fallacy.""",PublicTest
0,20120527162528Z,"""LETS ALL WORSHIP MONEY.....UNTIL OUR DEATH BED""",PrivateTest
1,20120609220422Z,"""You are a lying, libeling, loser.""",PrivateTest
1,20120610043438Z,"""stretch her ass open mah nigguh spit in her asshole and put ya dick deep in it give her an ANAL INFECTION BRUH!!!""",PublicTest
1,20120610155225Z,"""bitch stfu u prolly smash anything walkin... lame ass internet thug""",PublicTest
0,20120528160950Z,"""Can we do better than Obama?  Yes.""",PrivateTest
1,20120528134648Z,"""You finally came down from your jungle tree.""",PublicTest
0,20120619223838Z,"""I like many others feel like I've been taken for a fool. They don't give a shit, they've already got our money.""",PrivateTest
0,,"""@gracechCalm down. It was a JOKE. Stop trying to ruin all our fun. \\n\\nSo just who are ALL OF YOU??? I have to change a vowel here, you and your ilk (look it up muppet) ara pracks""",PrivateTest
1,20120609201819Z,"""* YOU'RE SO LAME *\n\xa0\xa0GET DA FUCK OUTTA HERE FAG BOY !!!!!""",PrivateTest
0,,"""Whoa, retro recap. Very nice.""",PrivateTest
0,20120530141041Z,"""Damn, I better stop flagging sheep ME then.""",PrivateTest
0,20120610151937Z,"""Amen! Big ta tas are overrated. I would rather be fit and trim and tone. Keep up the great work, Kelly. I am so glad she is happy. She deserves it. Best voice on this here planet!!!""",PrivateTest
0,20120529181807Z,"""Cultural food differences, for starters. \xa0That isn't even going into demographics...""",PrivateTest
0,20120529180410Z,"""I haven't seen one shred of evidence that Rodgers has ever spoken to FSG.Harry Harris and co. on the beat-up.""",PublicTest
1,20120620004033Z,"""hehe you're a dumb@ss.""",PrivateTest
1,20120527213427Z,"""Satriani? Vai? Adam Jones? Petrucci? Wylde? Buckethead? Hey Rolling Stone how about you guys stop trying to involve yourselves in leftest politics and weak trendy fashion and get back to what you are suppose to do, MUSIC. Another fine example of your piss poor rag of a magazine coming up with another irrelevant list of dribble. The guy from Radiohead? Kurt Cobain? Thurston Moore? The Police Guy? Joni Mitchell? Are you guys retarded or just this lame? What type of criteria do you guys use for this shit? Does holding a guitar once in my life qualify me for your top 100? Morons.""",PrivateTest
0,20120618215214Z,"""only thing I will say is that I wish my grandparents helped me out to pay for more of my college tuition, maybe not all because I think my loans motivated me to an extent, but a little more help so that I could be saving for my retirement now instead of suffocating in my SL debt.""",PrivateTest
0,20120620023920Z,"""christonastickJust  now\nThere is no free speech here\n\n\xa0 Who prevented you from   posting this?""",PublicTest
1,20120612150332Z,"""jimbo here think Americans are a bunch of suckers, to follow for the same deception twice in a row.  what a joker""",PrivateTest
0,20120530083658Z,"""Great attempt at coaching by OKC....The slowed the game down.  If was another team they may have collapsed under the stress,,,,but the bench is sooo deep.  All new heat fans watch how the spurs played team defense and collapsed the middle....  Scary""",PrivateTest
0,20120529000910Z,"""Thunder down after the spurs sweep.""",PrivateTest
1,20120619193933Z,"""@Vanity you just proved your ignorance.""",PrivateTest
0,,"""Iranian blows legs off trying to car bomb Israeli diplomat. What a bunch of incompentent morons. Israel you can probably just sit back and watch themselves try to make a bomb and blow themselves up.""",PrivateTest
1,20120612110428Z,"""You described\xa0yourself\xa0to a tee. As for ditch diggers, you wish you were smart enough to be one. Now I don't give a damn what you do that's way below being a ditch digger, whatever it is you know you are not worth a damn at it. As being a teabagger, and fox. Oh no you don't, you kicked out of the alley cur. I am a 100% cspan watching\xa0liberal, democratic voter that simply loves the ground President Obama walks on. However, unlike you. I call it like I see it, not a water carrier. Now run along and do\xa0whatever old mangy dogs like you do with you wasted days and night. And do it\xa0so more.""",PublicTest
0,20120527153956Z,"""Another long-runnung saga,manna from heaven for Soccernet.Who will sign first-the new Pool manager,or RVP for ......... club?""",PrivateTest
0,20120611195220Z,"""They're too busy smuggling immigrants. Gawd bless 'em.""",PrivateTest
1,20120610085046Z,"""you are a moron""",PrivateTest
1,20120529041149Z,"""Yankee fans pay no mind to RaysDad..He's a troll and a true coward.""",PublicTest
0,,"""Here's who should be hardest hit by this policy - The Susan G Komen Foundation.""",PublicTest
1,,"""wtf u talkin bout....here go another pussy internet thug with no photo on here talkin shit as usual...go to sleep pussy nigga\\xc2\\xa0""",PublicTest
0,20120620003608Z,"""He had the shits, lol.  Wtf""",PrivateTest
0,,"""He looks pretty damn chiseled to me and I've done a bit of digging around and there are tons of reports about how he's been nothing if not a model student, super courteous, and a fiercely hard worker.""",PrivateTest
0,20120527154924Z,"""Bitch please, I wake up with no socks!""",PrivateTest
0,,"""i know how to do it but appreciating ur help to others :)\\n\\n """,PrivateTest
1,,"""""Ooooh, that jungle love they give us is SWEET!!!""===================================Yepper! You were born and raised, in the jungle by apes and monkeys! When you go to the zoo, the FIRST place you visit is the monkey section!Remember, tarzan the apeboy? You are apes and monkeys. What was his FAVORITE pet...the monkey! Remember that white bitch, that lived with gorillas for 18 years? HUH? Her name was Dian Fossey, a zoologist/zoophilia. What about the white bitch, who was sexing her monkey, that ended up tearing her face apart? REMEMBER THAT?CUT THE HAIR OFF A MONKEY; YOU WILL GET A HONKEY, i.e., thin lips, flat red ass, slumped over, big ears, funky stinch odor, and are easily trained!Now, go back to the jungle with your monkey/ape family! lolJUNGLE LOVE...you got that right! Y\\'all caucasoid monkeys LOVE apes and gorillas!!!beastiality = 1. Sexual relations between a person and an animal, including intercourse, masturbation, cunnilingus, frottage (rubbing), anal penetration, or having ones genitals licked by an animal. 2. A synonym for zoophilia, but a distinction is sometimes made between bestiality, a sexual act with animals, and zoophilia, sexual arousal from contacts with animals. BYE, MONKEY BOY or tarzan, the apeboy!""",PublicTest
0,20120619201209Z,"""Shouldn't have the US officials kept their mouth shut until the notification process was complete? \xa0I agree with you, but the blame is more on them... the press will just run with what they're given.""",PublicTest
0,20120611173821Z,"""You've never heard of proofreading before you hit 'post'?\n\nAnd speaking of dark places, your big fingers will likely fit perfectly. \n\nGo away, you vapid daydreamer. Utopia doesn't live here.""",PublicTest
1,20120503015640Z,"""If this message board is so filled with ""barking"" and ""silliness"" then what by God is someone of your stature doing\xa0posting here ? Are you slumming for the lord ? You are certainly not upholding a position of superior intellect. You certainly are not acting like a ""priest"" or a ""saint"". More like Lucifer stirring up the s%#t. A smell that becomes you and your kind.""",PrivateTest
0,,"""@kiki100 First she asked what do black women think of her then she said she thinks black women resent her.  lol so which one is it? are you clueless to what black women think of you or are your thoughts that black women are resentful? to be honest I don't care I'm not interested in your man lady lol """,PrivateTest
1,20120612052907Z,"""Asta luego ayi deje unas hijas de puta radrando como perras qu\xe9 son a chingar su madres y clone m\xe9tete un balazo puto no tienes vida. Saludos desde Texas fuck you hating ass fags 18 wheeler driver out here!!!!!""",PrivateTest
1,,"""Gently pull the tampon out of your pussy and stop bitching... Bitch""",PrivateTest
1,20120618231106Z,"""You know that sound you hear thumping in your chest? No? Right; that's because you are clearly heartless. You're more vile than those you are gloating over.""",PrivateTest
1,,"""WHY YOU MAD FAGGIT. YOU LIKE DICK? \\nFUCK FAGGITS FUCK YOU""",PrivateTest
1,20120320183656Z,"""Hey, Scrotorum, dislodge that teabag from your throat and swallow some truth - you are insane""",PrivateTest
1,,"""then get off the internet moron...it's a choice (still)""",PrivateTest
1,20120320125639Z,"""Mr. Clooney,\n\xa0You sir are a joke. Don't you understand that no matter how many ways you wrap a turd, it is still a turd. Get a clue.""",PublicTest
1,20120619235803Z,"""Dictatorship, I think you'll find, is the preserve of the left. You know, Hitler, Mao, Fidel, Mussolini, Pol Pot, Franco, Stalin....\n\nIf you think the idiots on this blog who are calling for a dictatorship are right wing, then you're just as stupid as they are.""",PrivateTest
0,20120515224659Z,"""Nobody gives a damn what you want crybaby.""",PrivateTest
0,20120612120730Z,"""<span><span>Chiara, hai fatto tutto da sola. Io ho commentato quello che ho letto. \r\n</span></span>""",PrivateTest
0,20120529210750Z,"""The Heat do get alot of calls, but the best was Ray Allen falling down on that 3 pointer!""",PrivateTest
1,20120530030340Z,"""Are you crazy? Yes.""",PublicTest
0,20120610073731Z,"""Fuck this show-.-""",PrivateTest
0,20120618194531Z,"""See the hashtag logo? I'm good at original creations.""",PrivateTest
1,20120619003611Z,"""Everyone here (even gays) will tell u that you are a stupidfaggot who is brainless and proves the anti-gay cause right.. lol""",PrivateTest
0,20120514050502Z,"""And those of us fortunate enough to know you, silver....are eternally grateful for your mom instilling and passing on her strength, fortitude and endurance to you, my good friend.""",PrivateTest
0,20120528202527Z,"""gato madness - Leddy9461 - To Derr - Blake if your going to get your first mlb homerun this would be the day""",PrivateTest
1,20120610080925Z,"""i live with my dad asshole!!! i anal fuked the shit out of you r mom and your sisters, and made them cry in the process.""",PrivateTest
0,,"""You are going to blow a gasket, you're SO jealous!""",PublicTest
0,,"""@jla It just leaves you speechless sometimes.""",PrivateTest
0,20120529153519Z,"""Yeah, Clinton really dropped the ball o that one ...""",PrivateTest
1,20120609173134Z,"""<cite>You're the most depressingly buttf++ked piece of shite ever to vomit their halfassed moronic excuses for the English language on this site. \xa0You think you're being clever, but your grasp of colloquialisms and sarcasm are hilariously pathetic. You're a fool. Your posts are puerile and you personally have no value. \xa0Nobody here likes you. H\xe9ll, nobody here even <i>tolerates you</i>. If these people could recognize you on the street they would spit on you.\xa0\n\nNow do us all a huge favor and <b>go fuckyourself with a chainsaw</b>. \xa0Slowly and painfully.\n</cite>""",PrivateTest
0,20120610061746Z,"""AmericanSyrians \u200f@AmericanSyrians\nSyria Crisis: Women And Children \u2018Among Fatalities In Deadly Deraa Shelling\u2019 http://dlvr.it/1hlG2l #syria""",PrivateTest
0,20120527185015Z,"""Somethin' here smells like a BIG lawsuit!""",PrivateTest
1,20120609193931Z,"""Fontaine123 your an idiot.""",PrivateTest
1,20120612042747Z,"""Just another piss-ant rambling ... he be!""",PrivateTest
1,20120516000204Z,"""Sen. Adam P. Ebbin (D-Alexandria), Virginia\u2019s first openly gay state senator calls us normal people homophobic..all right gay boy...stickin up a mans butt is normal...I say you are a sick piece of garbage..""",PrivateTest
1,20120529233450Z,"""You Dems,,,your leader is Old News,Like You.Hes done and so now Your Done. Hes yesterdays buisiness like you and your foolish party of misfits that dont stand for America""",PublicTest
1,20120529172740Z,"""I'm so tired of some people cramming their religion into other people's faces and being so noisy about it. I thought you were supposed to pray in closets. The first commandment should have been ""Don't be a dick.""""",PrivateTest
0,,"""oh man, LA Confidential was sooo good""",PrivateTest
0,20120611163446Z,"""I thought James Murphy introduced electronic music to the rock kids. He played it at CBGBs, everyone thought he was crazy.""",PrivateTest
0,,"""iammoe do you want to start a conversation on the liberal vs conservative brain? I have an interesting read for you coming from the journal of psychology.\\n\\n""Liberal Brains Bigger in Areas of Problem Solving and Complexity; Conservative Brains Bigger in Areas of Fear""\\n\\nWASHINGTON (AFP) April 2011 \\xe2\\x80\\x94 Everyone knows that liberals and conservatives bang heads when it comes to world views, but scientists have now shown that their brains are actually built differently.\\n\\n\\nLiberals have more gray matter in a part of the brain associated with understanding complexity, while the conservative brain is bigger in the section related to processing fear, said the study on Thursday in Current Biology.\\n\\n""We found that greater liberalism was associated with increased gray matter volume in the anterior cingulate cortex, whereas greater conservatism was associated with increased volume of the right amygdala,"" the study said.\\n\\nOther research has shown greater brain activity in those areas, according to which political views a person holds, but this is the first study to show a physical difference in size in the same regions.""\\n\\nhttp://www.google.com/hostednews/afp/article/ALeqM5iISI7ifh-AjUE3ejyC1wQmwFrMFw?docId=CNG.61c886c438708471a9f4ea23070fa70c.3a1\\n\\xc2\\xa0""",PrivateTest
0,20120620164747Z,"""@Sun Devil Raji\xa0\n\xa0\nDoesn't matter... chicks are hip to this. \xa0Trust me.""",PrivateTest
1,20120611214920Z,"""More crapple stuff for the fanboys to jurk off to in their mom's basement.""",PrivateTest
0,20120611163700Z,"""Yes. Especially if the one person who said something is getting hit. But that's just me.""",PrivateTest
1,20120619230004Z,"""What is your porblem with the Cuban Community? If you have not realized that we are the majority and that we are the one that rum this County is because you are realley an ignorant. We are better that you and your people because we have displace them. If you berlieve that we are going to take this insults from you without puting you in your place, you are dead wrong. Why don't you go a fly a kite or do something more compatible with your level of stupidity. You are only a litlle dog barking against a very large Community that control most of this county. We do not need jerks like you here. If you hate us so mucho why do not move out of the area or better why don't you drop dead Animal.""",PrivateTest
1,20120610005030Z,"""I love your un-originality. ^.^""",PrivateTest
1,20120528033127Z,"""Take your pills. The Voices are obviously taking control again.""",PublicTest
0,20120619082404Z,"""@reddyman You mean get my owner to walk me, i am a poodle you mug.""",PrivateTest
0,20120530114233Z,"""...and, to mr Obama.....adding 50% to our debt is making us ""stronger"".......giving up our\xa0sovereignty\xa0is making us ""safer""......and, bowing to despots and\xa0dictators\xa0is making us ""more respected""\n\nand, he can't even use the glue thing as an excuse for his delusions""",PublicTest
1,20120320151137Z,"""You don't deserve a call honey, 'cause you really are a slut, and like your mom, you'll do anything for money.""",PublicTest
0,20120618191023Z,"""Bei jedem B\xfcrger holen Banken vor einer Kreditvergabe eine Schufa-Auskunft ein. Vielleicht h\xe4tten die Banken so etwas \xe4hnliches auch mal machen sollen, bevor sie Griechenland einen Milliardenkredit nach den anderen hinterher geworfen haben, es konnte ja garnicht genug sein. Jeder Volltrottel, der einmal in Griechenland war, h\xe4tte denen sagen k\xf6nnen, dass die diese Summen mit ihrer albernen Kleinwirtschaft nie und nimmer zur\xfcckzahlen k\xf6nnen. Und es kommt wie es kommen mu\xdfte, die Griechen k\xf6nnen es nicht zur\xfcckzahlen und wir, wie auch andere Europ\xe4er, m\xfcssen mit erarbeiteten Steuergeldern einspringen um die Banken zu retten (nicht Grichenland) ... hallo, geht's noch ? \nWer Kredite an Kunden vergibt, die es nicht zur\xfcckzahlen k\xf6nnen handelt auf eigenes Risiko, also Pech gehabt. Ergo: Banken direkt finanzieren, dass sie sich jetzt bei uns (dem Staat, dem B\xfcrger) verschulden und endlich kontrollierbar werden, also verstaatlichen. Schmei\xdft endlich diese nichtsnutzige, nimmersatte Zocker-Mischpoke da raus, und macht Spekulanten arbeitslos. Es gibt 2 Dinge auf der Welt mit denen man eigentlich nicht spielt: das eine ist Essen und das andere ist Geld. Es sind immer und immer wieder die selben, die die Welt finanziell in den Abgrund treiben: B\xe4nker und Spekulanten""",PrivateTest
0,20120529151651Z,"""Ha, you really want to go there?""",PrivateTest
0,20120530141252Z,"""I'll let you know when I start worrying about an invertebrate's opinion of me.\n:-)""",PrivateTest
0,20120610002238Z,"""But it seems like you read it...""",PublicTest
0,20120529213608Z,"""You're right. No one is listening. They're part of it.""",PrivateTest
1,20120620013030Z,"""If only YOUR mind was a couple of molecules less simple so you could be literate enough to spell a single simple word.....correctly!""",PrivateTest
1,20120619221553Z,"""You must be the biggest idiot I have seen make a comment in a long time. The guy is on life support and will probably die. And the good ole boys club is going to let him get away with murder. And you justify it? You are slime.""",PrivateTest
1,20120320215613Z,"""Hey tito decides to talk more crap. Go jump off a tall building you dickless wonder.""",PrivateTest
0,,"""\\xc2\\xa0Because we agree that Obama, Gingrich, Romney and Santorum are ALL wrong and we should not be sticking a stick in the hornet's nest. We may be able to blow the nest to bits but the individual hornets are going to lite your a55 up. Best not to poke the hornet's nest even if you can. It just ain;t worth it. If the hornets leave you alone then leave them alone. Wisdom comes with age sometimes. """,PrivateTest
1,20120619153537Z,"""Leave your email or phone number and maybe you 2 twits can meet up and beat each other up.\xa0 tough guy talk online is cheap. go ahead and man up midnight train and do the real thing. dont be an internet pussy! fight him in a ring. dont talk shit DO IT!""",PrivateTest
1,20120320201924Z,"""Pfuck you, Media Matters troll.""",PrivateTest
0,,"""Obsession is never a good thing stuckinkali. You should stalk someone else. I'm not even gay. Try antoniososa.""",PublicTest
0,20120612015457Z,"""Cook2Emisary and Mirtthful (with 2 t's) is the same person, spamming racism and blatant idiocy... makes the same posts dozens of times a day, and liking his own posts. Be sure to flag his sorry \xe5ss.""",PrivateTest
1,20120619203432Z,"""Your filthy mouth says much about you\nand even more about those who raised you. \xa0\n\nYOU'RE A FILTHY PIG............""",PublicTest
1,20120620181313Z,"""Holy Gee Willikers, your depth of knowledge and thought has been revealed! \xa0How can anyone debate such a showing of intelligence. \xa0You have earned this, it has been determined, you have brought this on yourself, you leave me no choice..................................you are dumb.""",PrivateTest
1,,"""Why would you talk about Moses like that? Slap yourself right fucking meow!!""",PrivateTest
1,20120609211006Z,"""No.\n\nGod is not a doofus.\n\nA self-loathing failure of a human being like you is a doofus.\n\nA pathetic, lonely doormat of a person with no social skills like you is a doofus.\n\nA semi-literate moron without even the most basic of writing skills who is clearly out of his league like you are is a doofus.\n\nShall I go on, Cupcake? \xa0You're just too easy.""",PublicTest
1,,"""You are stuck on stupid with that comment.""",PrivateTest
0,,"""Why do i have to scroll down to see this but jorden getting back with that guy is top news???""",PublicTest
0,20120528150843Z,"""That seemed like a year ago.\nAlot has happened since then.\nThey have been hit with some more injuries and some uninspiring ball.\nCoupled with CIN and STL playing good ball,\nThe Brew Crew might be a little less vocal this series.\nI know I would be.""",PrivateTest
1,20120320184552Z,"""What people are sick of is asstards like you. Self-deport, mofo!""",PrivateTest
0,20120528030121Z,"""You don't say?""",PrivateTest
1,20120619153925Z,"""You stupied ass, now remember don't use your cell phone or your computer because alot of components were delvoped in Israel. Ban her and her stupied  book from Israel. Let the bitch sell it in gaza and the west bank her Palestians would love to buy it.""",PrivateTest
0,,"""\\xc2\\xa0Ignorant-ass.""",PrivateTest
1,20120529131319Z,"""@Beatzxx\n\xa0AND YOU DESERVE TO DIE""",PrivateTest
1,20120620154315Z,"""You're an idiot (my intolerance of your idiotic opinion is intentional).""",PrivateTest
1,20120612161536Z,"""gurnemanz1, you are a weasel working with the Israelis.""",PrivateTest
0,20120609201830Z,"""Don't\xa0 lecture about ABnoy's crusade.\n\nHindi lahat ng tao naloloko ng abnormal na presidente.\n\nMahiya ka naman.""",PrivateTest
1,20120529120642Z,"""BettyLou,\nGet your head out of the sand and begin acting sensibly, like liberals.""",PrivateTest
1,20120502234913Z,"""Go back to your nerd table. Better yet, a shallow ditch would suit you fine""",PublicTest
1,20120619052459Z,"""Wow you attack others and show your ignorance. You get exactly what you deserve. You are one those typle scum bag employees who don't pull their wait and hide behind the union. You make me sick.""",PrivateTest
0,,"""\\xc2\\xa0So if the majority in a state legislator votes in favor of gay marriage, it becomes law - simple right?""",PublicTest
1,20120528145002Z,"""Shut the fuck up coward. Get lost and that includes the brood mare who bore you. To raise an insipid, selfish little shit like must have made he quite a great mom.""",PrivateTest
0,,"""Bad as I dislike Obama I wouldn't wish this puke on his kids""",PrivateTest
1,20120619015819Z,"""From all of your other comments on this site, since when are you a responsible one to talk?""",PrivateTest
0,20120529022554Z,"""THAT WAS A FOUL,  BUT IT WAS BAD TIMING ON THE REF""",PublicTest
1,,"""\\xc2\\xa0Now when you jerk off to his picture, you don't have to worry about doing prison time.""",PrivateTest
0,,"""wow, so just be gay, and trip laughingly through the world, and tra la la, everything will be so groovy.\\xc2\\xa0 What a retard.""",PrivateTest
1,20120529151417Z,"""you are a simpleton. lawlz&nbsp;""",PublicTest
1,20120619012807Z,"""I have a feeling you are even dumber than you sound.""",PrivateTest
0,20120619093806Z,"""We're no different than they are if you define murder as killing innocent people""",PrivateTest
1,20120619131251Z,"""Vacman, Foxtitues is lame, corny.\xa0 I know you are proud of yourself for thinking you invented the term but I have seen it in other folk's posts.\xa0 It just makes me groan.\xa0 I also don't like libtard, Rachel Madcow, etc.\xa0 These terms are tiresome.\xa0 And you need to\xa0quit watching CNN, MSNBC, Anderson Cooper, Ed Schultz, etc.\xa0 You really need to develop some views of your own.""",PublicTest
0,20120530051826Z,"""His bc says he is 'Caucasian'.........\xa0\xa0\xa0 ;-D""",PublicTest
0,20120619182300Z,"""Vai ser bonito assim na puta que pariu huahua\nFucking amazing design.""",PublicTest
0,20120609211256Z,"""Here, let me call your cretin buddies for ya!\n\nSQUEEEEEE!! SQUEEeeeeeeee!!!!\n\nSquee Oink ong... SQUEEEEEEEEEEEEEEE!!!!!\n\nThey should all be galloping in here soon. Don't get distracted with comparing photos of Obama. He loves it, but he needs your help right now. He's dug himself into a whole.""",PublicTest
0,20120527160751Z,"""YOU WERE AED TO STOP FEEDING ....NO SELF CONTROL?""",PrivateTest
0,20120609220844Z,"""Dennis keeps deflecting on that IRS data. LMAO\n\n\nlisten to this baloney\n\n                 Its not the IRS idiot.\n\nand I am not going to do your homework for you.\n\nSomeone here mentioned a poll and I went..all on my own and did a search on the topic and found all kinds of info \n\nyou need to do the same....I have no interest in spoon feeding you like you're used to""",PrivateTest
0,20120529161034Z,"""And what signs did Junior Seau show before taking his own life?""",PublicTest
1,20120503043321Z,"""Sir you are an idiot you clearly don't anything about corporate law either in the US or here. No chairman can fire a director that has been elected by the share holders. Only share holders can dismiss directors. \n\n\nAs regard News Corp you idiot - Murdoch only holds 20% of the stock. So it wouldn't be to hard for the share holders to vote him off moron.\n\nDo you actually have an MBA or degree in economics - if not stop making stupid posts.""",PrivateTest
1,,"""You see, you're stupid.You'll probably get shot next week or overdose like a dumb fat lipped monkey. How sad that I come from the Philippines and I'm smarter than your ape ass. You people were much more useful as slaves.""",PrivateTest
1,20120320172227Z,"""more solider? are you retarded?""",PrivateTest
1,20120612003351Z,"""You're a dumb turd...other than that, have a nice evening.\xa0 ;)""",PublicTest
0,,"""Its only a Mickey Mouse Cup when your not in it- but when your in it its silverware!! what fools!\\n\\nLiverpool outplayed city and deserved the goals even though the penalty was lucky, the same with de Jong scoring a stunner - it was luck he slipped. Good day out to Wembley! 3 days time Manure will be out of the FA Cup - which i guess its another Mickey Mouse Cup if you lose! City great team, but LIVERPOOL are great!""",PrivateTest
0,20120527204656Z,"""Jimmy, your pop ups and fly outs are the reason I can never be happy.""",PrivateTest
0,20120610131951Z,"""Wrong place wrong time and a black man saved him so shut the fuck up""",PrivateTest
1,20120320180420Z,"""have another bottle of Ripple and go back to your drunken slumber.""",PrivateTest
0,20120620121505Z,"""This is grim news...\nJohnny Depp has separated from his partner of 14 years, French singer and actress Vanessa Paradis. The 49-year-old began dating Paradis, 39, in 1998 after he broke up with supermodel Kate Moss.""",PrivateTest
0,20120529061625Z,"""true emma, but Elvis sure did sell better than Chuck.\xa0\nWhere as we could debate the genius of Prince and MJ all day too. I prefer Prince hands down, but alot of people think MJ is better... the entertainer, the real musician?""",PublicTest
1,20120610005458Z,"""You don't intimidate me you two bit bully...go fudge yourself you low life low rent douchebag.""",PrivateTest
1,20120618223540Z,"""Like all fools on this site, you aren't intelligent enough to understand an intelligent person, you dolt...!""",PrivateTest
1,20120620032858Z,"""go drop dead with your tramp ass wife and your bastard kids.""",PrivateTest
